
0.010000	1.000000
0.020000	1.000000
0.030000	0.999999
0.040000	0.999999
0.050000	0.999999
0.060000	0.999998
0.070000	0.999998
0.080000	0.999998
0.090000	0.999998
0.100000	0.999997
0.110000	0.999997
0.120000	0.999997
0.130000	0.999996
0.140000	0.999996
0.150000	0.999996
0.160000	0.999995
0.170000	0.999995
0.180000	0.999995
0.190000	0.999994
0.200000	0.999994
0.210000	0.999994
0.220000	0.999993
0.230000	0.999993
0.240000	0.999993
0.250000	0.999992
0.260000	0.999992
0.270000	0.999991
0.280000	0.999991
0.290000	0.999991
0.300000	0.999990
0.310000	0.999990
0.320000	0.999989
0.330000	0.999989
0.340000	0.999988
0.350000	0.999988
0.360000	0.999988
0.370000	0.999987
0.380000	0.999987
0.390000	0.999986
0.400000	0.999986
0.410000	0.999985
0.420000	0.999985
0.430000	0.999984
0.440000	0.999984
0.450000	0.999983
0.460000	0.999983
0.470000	0.999982
0.480000	0.999982
0.490000	0.999981
0.500000	0.999980
0.510000	0.999980
0.520000	0.999979
0.530000	0.999979
0.540000	0.999978
0.550000	0.999978
0.560000	0.999977
0.570000	0.999976
0.580000	0.999976
0.590000	0.999975
0.600000	0.999975
0.610000	0.999974
0.620000	0.999973
0.630000	0.999973
0.640000	0.999972
0.650000	0.999972
0.660000	0.999971
0.670000	0.999970
0.680000	0.999970
0.690000	0.999969
0.700000	0.999968
0.710000	0.999968
0.720000	0.999967
0.730000	0.999966
0.740000	0.999965
0.750000	0.999965
0.760000	0.999964
0.770000	0.999963
0.780000	0.999963
0.790000	0.999962
0.800000	0.999961
0.810000	0.999960
0.820000	0.999960
0.830000	0.999959
0.840000	0.999958
0.850000	0.999957
0.860000	0.999957
0.870000	0.999956
0.880000	0.999955
0.890000	0.999954
0.900000	0.999953
0.910000	0.999953
0.920000	0.999952
0.930000	0.999951
0.940000	0.999950
0.950000	0.999949
0.960000	0.999948
0.970000	0.999948
0.980000	0.999947
0.990000	0.999946
1.000000	0.999945
1.010000	0.999944
1.020000	0.999943
1.030000	0.999942
1.040000	0.999942
1.050000	0.999941
1.060000	0.999940
1.070000	0.999939
1.080000	0.999938
1.090000	0.999937
1.100000	0.999936
1.110000	0.999935
1.120000	0.999934
1.130000	0.999933
1.140000	0.999932
1.150000	0.999931
1.160000	0.999930
1.170000	0.999929
1.180000	0.999928
1.190000	0.999927
1.200000	0.999926
1.210000	0.999925
1.220000	0.999924
1.230000	0.999923
1.240000	0.999922
1.250000	0.999921
1.260000	0.999920
1.270000	0.999919
1.280000	0.999918
1.290000	0.999917
1.300000	0.999916
1.310000	0.999915
1.320000	0.999914
1.330000	0.999913
1.340000	0.999912
1.350000	0.999911
1.360000	0.999910
1.370000	0.999909
1.380000	0.999907
1.390000	0.999906
1.400000	0.999905
1.410000	0.999904
1.420000	0.999903
1.430000	0.999902
1.440000	0.999901
1.450000	0.999900
1.460000	0.999898
1.470000	0.999897
1.480000	0.999896
1.490000	0.999895
1.500000	0.999894
1.510000	0.999893
1.520000	0.999891
1.530000	0.999890
1.540000	0.999889
1.550000	0.999888
1.560000	0.999886
1.570000	0.999885
1.580000	0.999884
1.590000	0.999883
1.600000	0.999882
1.610000	0.999880
1.620000	0.999879
1.630000	0.999878
1.640000	0.999877
1.650000	0.999875
1.660000	0.999874
1.670000	0.999873
1.680000	0.999871
